frequency_Hz,amplitude,phase_rad
0.375,0.01523783365689203,1.7697093760807319
0.3875,0.01997496719539755,-1.3310592469718066
0.8500000000000001,0.00975212769337356,1.1165214479787768
0.8625,0.017178320609652964,1.1297093257512938
0.875,0.0652813978436486,1.1420692267198704
0.8875000000000001,0.03808518178794511,-1.9879125390929728
0.9,0.015011425623562636,-1.976981362372967
0.9125000000000001,0.009447199199151055,-1.9666688502011143
